"DTIME","BEVALUE"
"2019-12-25 12:40:02",144,4
"2019-12-25 12:41:02",141,2
"2019-12-25 12:42:02",142,1
"2019-12-25 12:43:02",142,4
"2019-12-25 12:44:02",142,5
"2019-12-25 12:45:02",141,9
"2019-12-25 12:46:02",142,1
"2019-12-25 12:47:02",140,3
"2019-12-25 12:48:02",141,4
"2019-12-25 12:49:02",140,8
"2019-12-25 12:50:02",141,6
"2019-12-25 12:51:02",141
"2019-12-25 12:52:02",141,8
"2019-12-25 12:53:02",140,3
"2019-12-25 12:54:02",140,2
"2019-12-25 12:55:02",139,9
"2019-12-25 12:56:02",139,7
"2019-12-25 12:57:02",139,2
"2019-12-25 12:58:02",139,2
"2019-12-25 12:59:02",140,4
"2019-12-25 13:00:02",138,9
"2019-12-25 13:01:02",138,6
"2019-12-25 13:02:02",139,3
"2019-12-25 13:03:02",139,7
"2019-12-25 13:04:02",138,5
"2019-12-25 13:05:02",137,8
"2019-12-25 13:06:02",0
"2019-12-26 12:31:14",133,1
"2019-12-26 12:37:54",133
"2019-12-26 12:38:54",132,9
"2019-12-26 12:39:54",132,8
"2019-12-26 12:40:54",132,7
"2019-12-26 12:41:54",132,7
"2019-12-26 12:42:54",132,6
"2019-12-26 12:43:54",132,4
"2019-12-26 12:44:54",132,6
"2019-12-26 12:45:54",132,2
"2019-12-26 12:46:54",132,6
"2019-12-26 12:47:54",132,1
"2019-12-26 12:48:54",132,6
"2019-12-26 12:49:54",132,6
"2019-12-26 12:50:54",0
"2019-12-26 13:00:03",132,7
"2019-12-26 13:01:03",132,7
"2019-12-26 13:03:03",133,2
"2019-12-26 13:06:26",133
"2019-12-26 13:07:26",132,5
"2019-12-26 13:08:26",132,6
"2019-12-26 13:09:26",132,7
"2019-12-26 13:31:16",132,6
"2019-12-26 13:32:16",132,6
"2019-12-26 13:33:16",132,6
"2019-12-26 13:40:32",132,4
"2019-12-26 13:41:32",132,5
"2019-12-26 13:42:32",132,5
"2019-12-26 13:43:32",132,4
"2019-12-26 13:44:32",132,4
"2019-12-26 13:53:11",0
"2019-12-26 13:54:11",132,3
"2019-12-26 13:55:11",132,3
"2019-12-26 13:56:11",132,3
"2019-12-26 13:57:11",132,3
"2019-12-26 13:58:11",132,3
"2019-12-26 14:00:11",132,3
"2019-12-26 14:03:21",132,3
"2019-12-26 14:04:21",132,3
"2019-12-26 14:05:21",132,2
"2019-12-26 14:06:21",132,2
"2019-12-27 06:14:00",132
"2019-12-27 06:19:07",131,9
"2019-12-27 06:53:04",131,8
"2019-12-27 06:54:04",131,7
"2019-12-27 06:55:04",131,6
"2019-12-27 06:56:04",131,6
"2019-12-27 06:57:04",131,6
"2019-12-27 06:58:04",131,5
"2019-12-27 07:14:59",131
"2019-12-27 07:19:30",131,1
"2019-12-27 07:20:30",131,2
"2019-12-27 07:21:30",130,9
"2019-12-27 07:22:30",130,9
"2019-12-27 07:23:30",131
"2019-12-27 07:24:30",131
"2019-12-27 07:25:30",131
"2019-12-27 07:26:30",131
"2019-12-27 07:27:30",131,1
"2019-12-27 07:28:30",131,8
"2019-12-27 07:29:30",132,1
"2019-12-27 07:30:30",131,6
"2019-12-27 07:31:30",131,4
"2019-12-27 07:32:30",129,8
"2019-12-27 07:33:30",131,2
"2019-12-27 07:34:30",131,2
"2019-12-27 07:35:30",128,1
"2019-12-27 07:36:30",128,2
"2019-12-27 07:37:30",129,4
"2019-12-27 07:38:30",130,9
"2019-12-27 07:39:30",131
"2019-12-27 07:40:30",131,1
"2019-12-27 07:41:30",129,9
"2019-12-27 07:42:30",128,9
"2019-12-27 07:43:30",129,4
"2019-12-27 07:44:30",130,2
"2019-12-27 07:45:30",129,2
"2019-12-27 07:46:30",129,9
"2019-12-27 07:47:30",128,5
"2019-12-27 07:48:30",129,3
"2019-12-27 07:49:30",128,3
"2019-12-27 07:50:30",127,6
"2019-12-27 07:51:30",128
"2019-12-27 07:52:30",127,5
"2019-12-27 07:53:30",127,2
"2019-12-27 07:54:30",125
"2019-12-27 07:55:30",126,8
"2019-12-27 07:56:30",126,1
"2019-12-27 07:57:30",126,9
"2019-12-27 07:58:30",134,6
"2019-12-27 07:59:30",180,5
"2019-12-27 08:00:30",226,3
"2019-12-27 08:01:30",272,8
"2019-12-27 08:02:30",289,5
"2019-12-27 08:03:30",289,3
"2019-12-27 08:04:30",289,4
"2019-12-27 08:05:30",288,6
"2019-12-27 08:06:30",288,8
"2019-12-27 08:07:30",288,5
"2019-12-27 08:08:30",287,6
"2019-12-27 08:09:30",288
"2019-12-27 08:10:30",287,5
"2019-12-27 08:11:30",287,3
"2019-12-27 08:12:30",286,6
"2019-12-27 08:13:30",286,4
"2019-12-27 08:14:30",286,9
"2019-12-27 08:15:30",286,2
"2019-12-27 08:16:30",286,6
"2019-12-27 08:17:30",286,2
"2019-12-27 08:18:30",285,8
"2019-12-27 08:19:30",286,2
"2019-12-27 08:20:30",286,4
"2019-12-27 08:21:30",285,8
"2019-12-27 08:22:30",284,6
"2019-12-27 08:23:30",284,3
"2019-12-27 08:24:30",284,5
"2019-12-27 08:25:30",284,1
"2019-12-27 08:26:30",283,8
"2019-12-27 08:27:30",282,6
"2019-12-27 08:28:30",282,1
"2019-12-27 08:29:30",282
"2019-12-27 08:30:30",283,1
"2019-12-27 08:31:30",281,6
"2019-12-27 08:32:30",281,1
"2019-12-27 08:33:30",279,7
"2019-12-27 08:34:30",279,9
"2019-12-27 08:35:30",280,9
"2019-12-27 08:36:30",279
"2019-12-27 08:37:30",278,7
"2019-12-27 08:38:29",278,4
"2019-12-27 08:39:30",277,8
"2019-12-27 08:40:30",277,6
"2019-12-27 08:41:30",276,9
"2019-12-27 08:42:30",277,1
"2019-12-27 08:43:30",275,4
"2019-12-27 08:44:30",276,4
"2019-12-27 08:45:30",275,2
"2019-12-27 08:46:30",275,4
"2019-12-27 08:47:30",274,9
"2019-12-27 08:48:30",274,9
"2019-12-27 08:49:30",274,5
"2019-12-27 08:50:30",273,3
"2019-12-27 08:51:30",272,8
"2019-12-27 08:52:30",272,6
"2019-12-27 08:53:30",271,7
"2019-12-27 08:54:30",273,3
"2019-12-27 08:55:30",271,4
"2019-12-27 08:56:30",271,5
"2019-12-27 08:57:30",271,4
"2019-12-27 08:58:30",270,6
"2019-12-27 08:59:30",270
"2019-12-27 09:00:30",269,9
"2019-12-27 09:01:30",270
"2019-12-27 09:02:30",268,5
"2019-12-27 09:03:30",268,1
"2019-12-27 09:04:30",268,4
"2019-12-27 09:05:30",268,3
"2019-12-27 09:06:30",267,3
"2019-12-27 09:07:30",267,8
"2019-12-27 09:08:30",268,3
"2019-12-27 09:09:30",267,5
"2019-12-27 09:10:30",267,4
"2019-12-27 09:11:30",267,8
"2019-12-27 09:12:30",266,7
"2019-12-27 09:13:30",266,6
"2019-12-27 09:14:30",266,3
"2019-12-27 09:15:30",266,2
"2019-12-27 09:16:30",266,1
"2019-12-27 09:17:30",265,9
"2019-12-27 09:18:30",265,8
"2019-12-27 09:19:30",265,7
"2019-12-27 09:20:30",265,6
"2019-12-27 09:21:30",265,5
"2019-12-27 09:22:30",265,4
"2019-12-27 09:23:30",265,3
"2019-12-27 09:24:30",265,2
"2019-12-27 09:25:30",265,1
"2019-12-27 09:26:30",265
"2019-12-27 09:27:30",264,9
"2019-12-27 09:28:30",264,8
"2019-12-27 09:29:30",264,7
"2019-12-27 09:30:30",264,6
"2019-12-27 09:31:30",264,5
"2019-12-27 09:32:30",264,5
"2019-12-27 09:33:30",264,4
"2019-12-27 09:34:30",264,4
"2019-12-27 09:35:30",264,3
"2019-12-27 09:36:30",264,2
"2019-12-27 09:37:30",264,1
"2019-12-27 09:38:30",264
"2019-12-27 09:39:30",264
"2019-12-27 09:40:30",264,4
"2019-12-27 09:41:30",263,9
"2019-12-27 09:42:30",264,4
"2019-12-27 09:43:30",264
"2019-12-27 09:44:30",263,9
"2019-12-27 09:45:30",263,8
"2019-12-27 09:46:30",263,8
"2019-12-27 09:47:30",263,7
"2019-12-27 09:48:30",263,6
"2019-12-27 09:49:30",263,5
"2019-12-27 09:50:30",263,5
"2019-12-27 09:51:30",263,4
"2019-12-27 09:52:30",263,3
"2019-12-27 09:53:30",263,2
"2019-12-27 09:54:30",263,2
"2019-12-27 09:55:30",263,1
"2019-12-27 09:56:30",263
"2019-12-27 09:57:30",262,8
"2019-12-27 09:58:30",262,9
"2019-12-27 09:59:30",262,5
"2019-12-27 10:00:30",262,9
"2019-12-27 10:01:30",262,9
"2019-12-27 10:02:30",262,9
"2019-12-27 10:03:30",262,8
"2019-12-27 10:04:30",262,7
"2019-12-27 10:05:30",262,5
"2019-12-27 10:06:30",262,2
"2019-12-27 10:07:30",262,3
"2019-12-27 10:08:30",261,6
"2019-12-27 10:09:30",262,9
"2019-12-27 10:10:30",262,1
"2019-12-27 10:11:30",261,9
"2019-12-27 10:12:30",261,8
"2019-12-27 10:13:30",261,3
"2019-12-27 10:14:30",262
"2019-12-27 10:15:30",262,2
"2019-12-27 10:16:30",262,7
"2019-12-27 10:17:30",262
"2019-12-27 10:18:30",261,5
"2019-12-27 10:19:30",261,5
"2019-12-27 10:20:30",261,8
"2019-12-27 10:21:30",261,5
"2019-12-27 10:22:30",261,3
"2019-12-27 10:23:30",261,3
"2019-12-27 10:24:30",261,2
"2019-12-27 10:25:30",261,2
"2019-12-27 10:26:30",260,8
"2019-12-27 10:27:30",260,9
"2019-12-27 10:28:30",260,9
"2019-12-27 10:29:30",260,7
"2019-12-27 10:30:30",260,5
"2019-12-27 10:31:30",260,3
"2019-12-27 10:32:30",260,2
"2019-12-27 10:33:30",260,1
"2019-12-27 10:34:30",260
"2019-12-27 10:35:30",259,9
"2019-12-27 10:36:30",259,7
"2019-12-27 10:37:30",259,6
"2019-12-27 10:38:30",259,6
"2019-12-27 10:39:30",259,5
"2019-12-27 10:40:30",259,4
"2019-12-27 10:41:30",259,3
"2019-12-27 10:42:30",259,2
"2019-12-27 10:43:30",259,1
"2019-12-27 10:44:30",259,1
"2019-12-27 10:45:30",259
"2019-12-27 10:46:30",258,9
"2019-12-27 10:47:30",258,8
"2019-12-27 10:48:30",258,7
"2019-12-27 10:49:30",258,7
"2019-12-27 10:50:30",258,6
"2019-12-27 10:51:30",258,5
"2019-12-27 10:52:30",258,5
"2019-12-27 10:53:30",258,4
"2019-12-27 10:54:30",258,3
"2019-12-27 10:55:30",258,3
"2019-12-27 10:56:30",258,2
"2019-12-27 10:57:30",258,1
"2019-12-27 10:58:30",258,1
"2019-12-27 10:59:30",258
"2019-12-27 11:00:30",258
"2019-12-27 11:01:30",257,9
"2019-12-27 11:02:30",257,9
"2019-12-27 11:03:30",257,8
"2019-12-27 11:04:30",257,7
"2019-12-27 11:05:30",257,6
"2019-12-27 11:06:30",257,5
"2019-12-27 11:07:30",257,5
"2019-12-27 11:08:30",257,5
"2019-12-27 11:09:30",257,4
"2019-12-27 11:10:30",257,3
"2019-12-27 11:11:30",257,2
"2019-12-27 11:12:30",257,1
"2019-12-27 11:13:30",257,1
"2019-12-27 11:14:30",257
"2019-12-27 11:15:30",256,9
"2019-12-27 11:16:30",256,9
"2019-12-27 11:17:30",256,8
"2019-12-27 11:18:30",256,7
"2019-12-27 11:19:30",256,7
"2019-12-27 11:20:30",256,6
"2019-12-27 11:21:30",256,5
"2019-12-27 11:22:30",256,4
"2019-12-27 11:23:30",256,4
"2019-12-27 11:24:30",256,4
"2019-12-27 11:25:30",256,3
"2019-12-27 11:26:30",256,2
"2019-12-27 11:27:30",256,1
"2019-12-27 11:28:30",256,1
"2019-12-27 11:29:30",256
"2019-12-27 11:30:30",255,9
"2019-12-27 11:31:30",255,9
"2019-12-27 11:32:30",255,8
"2019-12-27 11:33:30",255,8
"2019-12-27 11:34:30",255,7
"2019-12-27 11:35:30",255,6
"2019-12-27 11:36:30",255,6
"2019-12-27 11:37:30",255,5
"2019-12-27 11:38:30",255,4
"2019-12-27 11:39:30",255,3
"2019-12-27 11:40:30",255,3
"2019-12-27 11:41:30",255,3
"2019-12-27 11:42:30",255,2
"2019-12-27 11:43:30",255,1
"2019-12-27 11:44:30",255,1
"2019-12-27 11:45:30",255
"2019-12-27 11:46:30",254,9
"2019-12-27 11:47:30",254,8
"2019-12-27 11:48:30",254,8
"2019-12-27 11:49:30",254,7
"2019-12-27 11:50:30",254,7
"2019-12-27 11:51:30",254,6
"2019-12-27 11:52:30",254,5
"2019-12-27 11:53:30",254,5
"2019-12-27 11:54:30",254,4
"2019-12-27 11:55:30",254,3
"2019-12-27 11:56:30",254,2
"2019-12-27 11:57:30",254,2
"2019-12-27 11:58:30",254,2
"2019-12-27 11:59:29",254,1
"2019-12-27 12:00:29",254,1
"2019-12-27 12:01:29",254
"2019-12-27 12:02:29",253,9
"2019-12-27 12:03:29",253,8
"2019-12-27 12:04:29",253,7
"2019-12-27 12:05:29",253,7
"2019-12-27 12:06:29",253,6
"2019-12-27 12:07:29",253,6
"2019-12-27 12:08:29",253,5
"2019-12-27 12:09:29",253,5
"2019-12-27 12:10:29",253,4
"2019-12-27 12:11:29",253,3
"2019-12-27 12:12:29",253,3
"2019-12-27 12:13:29",253,2
"2019-12-27 12:14:29",253,1
"2019-12-27 12:15:29",253,1
"2019-12-27 12:16:29",253
"2019-12-27 12:17:29",253
"2019-12-27 12:18:29",252,9
"2019-12-27 12:19:29",252,8
"2019-12-27 12:20:29",252,7
"2019-12-27 12:21:29",252,6
"2019-12-27 12:22:29",252,6
"2019-12-27 12:23:29",252,6
"2019-12-27 12:24:29",252,5
"2019-12-27 12:25:29",252,4
"2019-12-27 12:26:29",252,3
"2019-12-27 12:27:29",252,3
"2019-12-27 12:28:29",252,2
"2019-12-27 12:29:29",252,1
"2019-12-27 12:30:29",252
"2019-12-27 12:31:29",252
"2019-12-27 12:32:29",252
"2019-12-27 12:33:29",251,9
"2019-12-27 12:34:29",251,8
"2019-12-27 12:35:29",251,8
"2019-12-27 12:36:29",251,7
"2019-12-27 12:37:29",251,7
"2019-12-27 12:38:29",251,6
"2019-12-27 12:39:29",251,4
"2019-12-27 12:40:29",252
"2019-12-27 12:41:29",251,6
"2019-12-27 12:42:29",251,6
"2019-12-27 12:43:29",251,7
"2019-12-27 12:44:29",251,6
"2019-12-27 12:45:29",251,6
"2019-12-27 12:46:29",251,6
"2019-12-27 12:47:29",251,1
"2019-12-27 12:48:29",251,2
"2019-12-27 12:49:29",252,2
"2019-12-27 12:50:29",252
"2019-12-27 12:51:29",251,3
"2019-12-27 12:52:29",251,3
"2019-12-27 12:53:29",251,3
"2019-12-27 12:54:29",251,2
"2019-12-27 12:55:29",251,1
"2019-12-27 12:56:29",251,1
"2019-12-27 12:57:29",251
"2019-12-27 12:58:29",250,9
"2019-12-27 12:59:29",250,9
"2019-12-27 13:00:29",250,9
"2019-12-27 13:01:29",250,9
"2019-12-27 13:02:29",250,4
"2019-12-27 13:03:29",250,4
"2019-12-27 13:04:29",250,8
"2019-12-27 13:05:29",250,6
"2019-12-27 13:06:29",250,4
"2019-12-27 13:07:29",250,4
"2019-12-27 13:08:29",250,2
"2019-12-27 13:09:29",250,1
"2019-12-27 13:10:29",249,6
"2019-12-27 13:11:29",249,8
"2019-12-27 13:12:29",249,8
"2019-12-27 13:13:29",249,8
"2019-12-27 13:14:29",249,5
"2019-12-27 13:15:29",249,3
"2019-12-27 13:16:29",248,7
"2019-12-27 13:17:29",248,2
"2019-12-27 13:18:29",248,5
"2019-12-27 13:19:29",247,8
"2019-12-27 13:20:29",247,3
"2019-12-27 13:21:29",246,8
"2019-12-27 13:22:29",247,1
"2019-12-27 13:23:29",245,9
"2019-12-27 13:24:29",245,5
"2019-12-27 13:25:29",244,7
"2019-12-27 13:26:29",245,2
"2019-12-27 13:27:29",244,7
"2019-12-27 13:28:29",244,8
"2019-12-27 13:29:29",243,3
"2019-12-27 13:30:29",243,9
"2019-12-27 13:31:29",243,5
"2019-12-27 13:32:29",242,9
"2019-12-27 13:33:29",242,8
"2019-12-27 13:34:29",242,2
"2019-12-27 13:35:29",241,9
"2019-12-27 13:36:29",241,6
"2019-12-27 13:37:29",241,3
"2019-12-27 13:38:29",241,4
"2019-12-27 13:39:29",240,9
"2019-12-27 13:40:29",240,3
"2019-12-27 13:41:29",240,3
"2019-12-27 13:42:29",240,3
"2019-12-27 13:43:29",239,4
"2019-12-27 13:44:29",239
"2019-12-27 13:45:29",239,1
"2019-12-27 13:46:29",238,2
"2019-12-27 13:47:29",238,7
"2019-12-27 13:48:29",238,1
"2019-12-27 13:49:29",237,1
"2019-12-27 13:50:29",236,6
"2019-12-27 13:51:29",236,6
"2019-12-27 13:52:29",236,4
"2019-12-27 13:53:29",236
"2019-12-27 13:54:29",235,6
"2019-12-27 13:55:29",235,3
"2019-12-27 13:56:29",235,4
"2019-12-27 13:57:29",234,9
"2019-12-27 13:58:29",234
"2019-12-27 13:59:29",234,4
"2019-12-27 14:00:29",234
"2019-12-27 14:01:29",233,1
"2019-12-27 14:02:29",232,9
"2019-12-27 14:03:29",231,8
"2019-12-27 14:04:29",232,1
"2019-12-27 14:05:29",232,2
"2019-12-27 14:06:29",231
"2019-12-27 14:07:29",230,5
"2019-12-27 14:08:29",230
"2019-12-27 14:09:29",228
"2019-12-27 14:10:29",229,2
"2019-12-27 14:11:29",229,8
"2019-12-27 14:12:29",228,8
"2019-12-27 14:13:29",229,6
"2019-12-27 14:14:29",227,5
"2019-12-27 14:15:29",227,2
"2019-12-27 14:16:29",226,9
"2019-12-27 14:17:29",226,9
"2019-12-27 14:18:29",226,2
"2019-12-27 14:19:29",226,4
"2019-12-27 14:20:29",226,9
"2019-12-27 14:21:29",225,3
"2019-12-27 14:22:29",224,9
"2019-12-27 14:23:29",225,5
"2019-12-27 14:24:29",225,1
"2019-12-27 14:25:29",224,7
"2019-12-27 14:26:29",223,9
"2019-12-27 14:27:29",224,2
"2019-12-27 14:28:29",224,3
"2019-12-27 14:29:29",223,1
"2019-12-27 14:30:29",222,9
"2019-12-27 14:31:29",222,5
"2019-12-27 14:32:29",222,6
"2019-12-27 14:33:29",222
"2019-12-27 14:34:29",221,4
"2019-12-27 14:35:29",221,1
"2019-12-27 14:36:29",220
"2019-12-27 14:37:29",221
"2019-12-27 14:38:29",221
"2019-12-27 14:39:29",220,5
"2019-12-27 14:40:29",219,9
"2019-12-27 14:41:29",220,4
"2019-12-27 14:42:29",218,9
"2019-12-27 14:43:29",218,7
"2019-12-27 14:44:29",218,2
"2019-12-27 14:45:29",218,9
"2019-12-27 14:46:29",218,2
"2019-12-27 14:47:29",217,9
"2019-12-27 14:48:29",217,5
"2019-12-27 14:49:29",217,4
"2019-12-27 14:50:29",217,1
"2019-12-27 14:51:29",217,3
"2019-12-27 14:52:29",216,9
"2019-12-27 14:53:29",217,1
"2019-12-27 14:54:29",216,4
"2019-12-27 14:55:29",216,8
"2019-12-27 14:56:29",216,8
"2019-12-27 14:58:29",216,6
"2019-12-28 06:20:35",212,6
"2019-12-28 06:21:45",212,4
"2019-12-28 06:22:45",212,4
"2019-12-28 06:23:45",212,3
"2019-12-28 06:24:45",212,1
"2019-12-28 06:25:45",211,9
"2019-12-28 06:26:45",211,9
"2019-12-28 06:27:45",211,9
"2019-12-28 06:28:45",211,9
"2019-12-28 06:29:45",212
"2019-12-28 06:30:45",212
"2019-12-28 06:31:45",212
"2019-12-28 06:32:45",212,2
"2019-12-28 06:33:45",212,4
"2019-12-28 06:34:45",212,4
"2019-12-28 06:35:45",212,5
"2019-12-28 06:36:45",212,5
"2019-12-28 06:37:45",212,6
"2019-12-28 06:38:45",212,6
"2019-12-28 06:39:45",212,6
"2019-12-28 06:40:45",212,6
"2019-12-28 06:41:45",212,6
"2019-12-28 06:42:45",212,9
"2019-12-28 06:43:45",211,5
"2019-12-28 06:44:45",213,1
"2019-12-28 06:45:45",213,6
"2019-12-28 06:46:45",212,8
"2019-12-28 06:47:45",212,1
"2019-12-28 06:48:45",210,7
"2019-12-28 06:49:45",211,7
"2019-12-28 06:50:45",211,7
"2019-12-28 06:51:45",211
"2019-12-28 06:52:45",210,2
"2019-12-28 06:53:45",210,6
"2019-12-28 06:54:45",210,1
"2019-12-28 06:55:45",209,3
"2019-12-28 06:56:45",209,7
"2019-12-28 06:57:45",209
"2019-12-28 06:58:45",208
"2019-12-28 06:59:45",208,4
"2019-12-28 07:00:45",207,7
"2019-12-28 07:01:45",207,4
"2019-12-28 07:02:45",207,1
"2019-12-28 07:03:45",206,8
"2019-12-28 07:04:45",205,5
"2019-12-28 07:05:45",205,8
"2019-12-28 07:06:45",205,9
"2019-12-28 07:07:45",205,7
"2019-12-28 07:08:45",205,7
"2019-12-28 07:09:45",204,6
"2019-12-28 07:10:45",203,6
"2019-12-28 07:11:45",203,7
"2019-12-28 07:12:45",204,5
"2019-12-28 07:13:45",203,7
"2019-12-28 07:14:45",203,6
"2019-12-28 07:15:45",203,6
"2019-12-28 07:16:45",203,6
"2019-12-28 07:17:45",203,5
"2019-12-28 07:18:45",202,6
"2019-12-28 07:19:45",201,7
"2019-12-28 07:20:45",200,7
"2019-12-28 07:21:45",202,2
"2019-12-28 07:22:45",201,8
"2019-12-28 07:23:45",200,5
"2019-12-28 07:24:45",200,8
"2019-12-28 07:25:45",200
"2019-12-28 07:26:45",199,6
"2019-12-28 07:27:45",199,2
"2019-12-28 07:28:45",198,8
"2019-12-28 07:29:45",198,1
"2019-12-28 07:30:45",197,9
"2019-12-28 07:31:45",197,8
"2019-12-28 07:32:45",197,5
"2019-12-28 07:33:45",199,2
"2019-12-28 07:34:45",196,7
"2019-12-28 07:35:45",197
"2019-12-28 07:36:45",195,9
"2019-12-28 07:37:45",194,7
"2019-12-28 07:38:45",193,5
"2019-12-28 07:39:45",194
"2019-12-28 07:40:45",194
"2019-12-28 07:41:44",193,4
"2019-12-28 07:42:45",193,7
"2019-12-28 07:43:45",193,2
"2019-12-28 07:44:45",192,5
"2019-12-28 07:45:45",192,6
"2019-12-28 07:46:45",191,7
"2019-12-28 07:47:45",190,7
"2019-12-28 07:48:45",191,4
"2019-12-28 07:49:45",191,4
"2019-12-28 07:50:45",190,2
"2019-12-28 07:51:45",190,3
"2019-12-28 07:52:45",189,9
"2019-12-28 07:53:45",189
"2019-12-28 07:54:45",187,6
"2019-12-28 07:55:45",189,3
"2019-12-28 07:56:45",189,1
"2019-12-28 07:57:45",189
"2019-12-28 07:58:45",186,7
"2019-12-28 07:59:45",186,6
"2019-12-28 08:00:45",186,2
"2019-12-28 08:01:45",185,8
"2019-12-28 08:02:45",185,8
"2019-12-28 08:03:45",184,8
"2019-12-28 08:04:45",185,3
"2019-12-28 08:05:45",184,8
"2019-12-28 08:06:45",184,6
"2019-12-28 08:07:45",184,6
"2019-12-28 08:08:45",184,4
"2019-12-28 08:09:45",184,2
"2019-12-28 08:10:45",184
"2019-12-28 08:11:45",183,9
"2019-12-28 08:12:45",183,9
"2019-12-28 08:13:45",183,7
"2019-12-28 08:14:45",183,6
"2019-12-28 08:15:45",183,5
"2019-12-28 08:16:45",183,4
"2019-12-28 08:17:45",183,4
"2019-12-28 08:18:45",183,3
"2019-12-28 08:19:45",183,2
"2019-12-28 08:20:45",183,1
"2019-12-28 08:21:45",183,1
"2019-12-28 08:22:45",183
"2019-12-28 08:23:45",183,1
"2019-12-28 08:24:45",182,9
"2019-12-28 08:25:45",182,3
"2019-12-28 08:26:45",182,3
"2019-12-28 08:27:45",182,6
"2019-12-28 08:28:45",182,3
"2019-12-28 08:29:45",182,3
"2019-12-28 08:30:45",182,3
"2019-12-28 08:31:45",182,3
"2019-12-28 08:32:45",181,8
"2019-12-28 08:33:45",181,5
"2019-12-28 08:34:45",181,3
"2019-12-28 08:35:45",181,2
"2019-12-28 08:36:45",182,5
"2019-12-28 08:37:45",182,1
"2019-12-28 08:38:45",181,8
"2019-12-28 08:39:45",181,1
"2019-12-28 08:40:45",181,2
"2019-12-28 08:41:45",181,2
"2019-12-28 08:42:45",181,2
"2019-12-28 08:43:45",181,1
"2019-12-28 08:44:45",181,1
"2019-12-28 08:45:45",180,9
"2019-12-28 08:46:45",180,9
"2019-12-28 08:47:45",183,8
"2019-12-28 08:48:45",180,7
"2019-12-28 08:49:45",182,5
"2019-12-28 08:50:45",181,5
"2019-12-28 08:51:45",181,2
"2019-12-28 08:52:45",181,2
"2019-12-28 08:53:45",181,2
"2019-12-28 08:54:45",181
"2019-12-28 08:55:45",181,2
"2019-12-28 08:56:45",180,9
"2019-12-28 08:57:45",181
"2019-12-28 08:58:45",180,9
"2019-12-28 08:59:45",180,8
"2019-12-28 09:00:45",180,5
"2019-12-28 09:01:45",180,1
"2019-12-28 09:02:45",179,5
"2019-12-28 09:03:45",180,1
"2019-12-28 09:04:45",180,1
"2019-12-28 09:05:45",180,1
"2019-12-28 09:06:45",180,1
"2019-12-28 09:07:45",180
"2019-12-28 09:08:45",180
"2019-12-28 09:09:45",179,9
"2019-12-28 09:10:45",179,9
"2019-12-28 09:11:45",180
"2019-12-28 09:12:45",179,8
"2019-12-28 09:13:45",179,8
"2019-12-28 09:14:45",179,8
"2019-12-28 09:15:45",179,8
"2019-12-28 09:16:45",179,7
"2019-12-28 09:17:45",179,2
"2019-12-28 09:18:45",179,5
"2019-12-28 09:19:45",177,9
"2019-12-28 09:20:45",179,8
"2019-12-28 09:21:45",179,5
"2019-12-28 09:22:45",178,8
"2019-12-28 09:23:45",179,9
"2019-12-28 09:24:45",178,8
"2019-12-28 09:25:45",179
"2019-12-28 09:26:45",179,3
"2019-12-28 09:27:45",179,4
"2019-12-28 09:28:45",178,6
"2019-12-28 09:29:45",178,8
"2019-12-28 09:30:45",178,7
"2019-12-28 09:31:45",178,7
"2019-12-28 09:32:45",178,6
"2019-12-28 09:33:45",178,6
"2019-12-28 09:34:45",178,4
"2019-12-28 09:35:45",179,6
"2019-12-28 09:36:45",177,9
"2019-12-28 09:47:14",0
"2019-12-28 09:48:14",178
"2019-12-28 09:49:14",177,4
"2019-12-28 09:50:14",177,7
"2019-12-28 09:51:14",177,8
"2019-12-28 09:52:14",177,7
"2019-12-28 09:53:14",177,7
"2019-12-28 09:54:14",176,7
"2019-12-28 09:55:14",176
"2019-12-28 09:56:14",175,7
"2019-12-28 09:57:14",178,2
"2019-12-28 09:58:14",178
"2019-12-28 09:59:14",177,9
"2019-12-28 10:00:14",177,4
"2019-12-28 10:01:14",177,2
"2019-12-28 10:02:14",177,8
"2019-12-28 10:03:14",177,4
"2019-12-28 10:04:14",176
"2019-12-28 10:05:14",177,4
"2019-12-28 10:06:14",177,4
"2019-12-28 10:07:14",177,1
"2019-12-28 10:08:14",177,1
"2019-12-28 10:09:14",177
"2019-12-28 10:10:14",176,9
"2019-12-28 10:11:14",176,9
"2019-12-28 10:12:14",176,8
"2019-12-28 10:13:14",176,8
"2019-12-28 10:14:14",176,2
"2019-12-28 10:15:14",176,6
"2019-12-28 10:16:14",176,4
"2019-12-28 10:17:14",175,9
"2019-12-28 10:18:14",175,7
"2019-12-28 10:19:14",176,3
"2019-12-28 10:20:14",176,2
"2019-12-28 10:21:14",176,1
"2019-12-28 10:22:14",176
"2019-12-28 10:23:14",176
"2019-12-28 10:24:14",175,9
"2019-12-28 10:25:14",175,8
"2019-12-28 10:26:14",174,4
"2019-12-28 10:27:14",173,6
"2019-12-28 10:28:14",174,4
"2019-12-28 10:29:14",173
"2019-12-28 10:30:14",173,5
"2019-12-28 10:31:14",173,4
"2019-12-28 10:32:14",172
"2019-12-28 10:33:14",171,7
"2019-12-28 10:34:14",171,1
"2019-12-28 10:35:14",170,5
"2019-12-28 10:36:14",169
"2019-12-28 10:37:14",170
"2019-12-28 10:38:14",168,1
"2019-12-28 10:39:14",170,3
