"DTIME";"SPEED";"HEIGHT"
"2020-06-26 14:39:11";0;252.5
"2020-06-26 14:40:11";0;252.2
"2020-06-26 14:41:11";0;252.3
"2020-06-26 14:42:02";0;239.8
"2020-06-26 14:42:11";0;243.7
"2020-06-26 14:42:19";16;245.3
"2020-06-26 14:42:26";12;245.6
"2020-06-26 14:42:29";16;245.9
"2020-06-26 14:42:38";17;245.3
"2020-06-26 14:43:11";23;240.9
"2020-06-26 14:43:38";44;236.1
"2020-06-26 14:43:57";43;238.5
"2020-06-26 14:44:11";33;233.8
"2020-06-26 14:45:11";31;236
"2020-06-26 14:45:27";34;238.3
"2020-06-26 14:45:32";34;237.6
"2020-06-26 14:45:38";34;237
"2020-06-26 14:45:52";49;238.5
"2020-06-26 14:46:07";58;240.8
"2020-06-26 14:46:11";49;241.9
"2020-06-26 14:46:15";37;241.5
"2020-06-26 14:46:17";37;241.3
"2020-06-26 14:46:19";40;241.2
"2020-06-26 14:46:22";44;242.1
"2020-06-26 14:46:54";43;242.4
"2020-06-26 14:47:11";35;240.8
"2020-06-26 14:48:05";37;244.2
"2020-06-26 14:48:11";29;243
"2020-06-26 14:48:30";32;232.9
"2020-06-26 14:48:36";36;230.9
"2020-06-26 14:48:43";49;231.4
"2020-06-26 14:48:50";52;232.6
"2020-06-26 14:49:11";55;234.7
"2020-06-26 14:49:23";27;235.2
"2020-06-26 14:49:27";19;235.3
"2020-06-26 14:49:59";47;235.2
"2020-06-26 14:50:02";45;235
"2020-06-26 14:50:06";50;235.1
"2020-06-26 14:50:11";48;234.6
"2020-06-26 14:50:34";34;232.2
"2020-06-26 14:50:56";31;225.7
"2020-06-26 14:51:00";30;224.9
"2020-06-26 14:51:09";31;224
"2020-06-26 14:51:11";35;223.7
"2020-06-26 14:51:16";44;222.9
"2020-06-26 14:51:23";36;220.9
"2020-06-26 14:51:32";38;218
"2020-06-26 14:51:45";48;212.9
"2020-06-26 14:51:55";49;209.4
"2020-06-26 14:52:11";61;213.1
"2020-06-26 14:52:22";60;214.8
"2020-06-26 14:52:38";52;216.1
"2020-06-26 14:52:45";48;213.4
"2020-06-26 14:52:49";50;210.3
"2020-06-26 14:53:07";34;204.4
"2020-06-26 14:53:11";41;203.6
"2020-06-26 14:53:39";45;204.3
"2020-06-26 14:53:50";45;210.3
"2020-06-26 14:53:54";44;210.5
"2020-06-26 14:54:00";47;212
"2020-06-26 14:54:11";48;216.7
"2020-06-26 14:54:20";49;218.9
"2020-06-26 14:54:25";46;218.4
"2020-06-26 14:54:56";41;220.3
"2020-06-26 14:55:11";43;222
"2020-06-26 14:55:23";13;223
"2020-06-26 14:55:25";14;223.3
"2020-06-26 14:55:27";16;223.9
"2020-06-26 14:55:29";20;224.4
"2020-06-26 14:55:40";21;225.9
"2020-06-26 14:55:42";21;225.4
"2020-06-26 14:55:45";18;225.3
"2020-06-26 14:55:48";11;225.3
"2020-06-26 14:55:50";7;225.5
"2020-06-26 14:56:11";0;224.6
"2020-06-26 14:57:11";0;223.7
"2020-06-26 14:58:11";0;222.9
"2020-06-26 14:59:11";0;222.9
"2020-06-26 14:59:53";2;222.8
"2020-06-26 15:00:11";1;227.4
"2020-06-26 15:00:28";19;229.1
"2020-06-26 15:00:30";20;229.4
"2020-06-26 15:00:43";30;228.1
"2020-06-26 15:00:54";40;227.1
"2020-06-26 15:01:11";46;224.3
"2020-06-26 15:01:29";46;223.9
"2020-06-26 15:01:38";51;222
"2020-06-26 15:01:45";52;217
"2020-06-26 15:01:56";50;211.8
"2020-06-26 15:01:59";51;211.3
"2020-06-26 15:02:07";52;207.7
"2020-06-26 15:02:11";56;205.4
"2020-06-26 15:02:27";48;203.6
"2020-06-26 15:02:43";50;203.8
"2020-06-26 15:02:52";47;208.2
"2020-06-26 15:03:01";47;214
"2020-06-26 15:03:11";54;217.5
"2020-06-26 15:03:43";55;215.6
"2020-06-26 15:03:57";55;216.4
"2020-06-26 15:04:11";38;223.1
"2020-06-26 15:04:38";42;232.1
"2020-06-26 15:04:41";45;233.2
"2020-06-26 15:04:47";48;233.9
"2020-06-26 15:05:08";30;235.8
"2020-06-26 15:05:11";31;235.3
"2020-06-26 15:05:29";41;233.7
"2020-06-26 15:05:31";43;233.7
"2020-06-26 15:05:34";47;233.7
"2020-06-26 15:05:39";52;234.3
"2020-06-26 15:06:11";29;231.5
"2020-06-26 15:06:24";53;230.7
"2020-06-26 15:07:11";17;231.4
"2020-06-26 15:07:39";23;239.6
"2020-06-26 15:08:00";25;248.1
"2020-06-26 15:08:06";35;247.9
"2020-06-26 15:08:11";35;247.7
"2020-06-26 15:08:52";36;246.5
"2020-06-26 15:09:09";36;245.3
"2020-06-26 15:09:11";36;245.3
"2020-06-26 15:09:19";31;245.8
"2020-06-26 15:09:41";25;246.5
"2020-06-26 15:09:56";35;246.8
"2020-06-26 15:10:09";44;243.9
"2020-06-26 15:10:11";43;243.5
"2020-06-26 15:10:13";43;243.5
"2020-06-26 15:10:15";44;243.5
"2020-06-26 15:10:17";46;243.6
"2020-06-26 15:10:20";50;243.1
"2020-06-26 15:10:41";50;240.6
"2020-06-26 15:10:57";43;238.1
"2020-06-26 15:11:00";45;237.9
"2020-06-26 15:11:06";44;237.7
"2020-06-26 15:11:11";42;237.6
"2020-06-26 15:12:11";45;242.2
"2020-06-26 15:12:25";45;245.1
"2020-06-26 15:12:35";48;244.4
"2020-06-26 15:12:51";39;245.7
"2020-06-26 15:13:04";22;244.8
"2020-06-26 15:13:11";17;244.5
"2020-06-26 15:13:17";15;244.4
"2020-06-26 15:13:20";17;244.7
"2020-06-26 15:13:29";26;244.3
"2020-06-26 15:14:02";5;245.1
"2020-06-26 15:14:11";0;245.2
"2020-06-26 15:15:11";1;245.2
"2020-06-26 15:16:11";0;237.1
"2020-06-26 15:17:11";0;239.5
"2020-06-26 15:18:11";0;240.2
"2020-06-26 15:19:11";0;240.7
"2020-06-26 15:20:11";0;241.1
"2020-06-26 15:21:11";0;241.8
"2020-06-26 15:22:11";0;241.8
"2020-06-26 15:23:11";0;241.7
"2020-06-26 15:24:11";0;242.2
"2020-06-26 15:25:11";0;243.5
"2020-06-26 15:26:11";0;244.1
"2020-06-26 15:27:11";0;244.8
"2020-06-26 15:28:11";0;245.1
"2020-06-26 15:29:11";0;246.2
"2020-06-26 15:30:11";0;247.1
"2020-06-26 15:31:11";0;247.7
"2020-06-26 15:32:11";0;248.2
"2020-06-26 15:33:11";0;249.8
"2020-06-26 15:34:11";0;249.8
"2020-06-26 15:35:11";0;250
"2020-06-26 15:35:18";0;250
"2020-06-26 15:36:11";0;250
"2020-06-26 15:37:11";0;250.2
"2020-06-26 15:37:44";8;249.7
"2020-06-26 15:37:49";8;246.2
"2020-06-26 15:38:07";27;243.6
"2020-06-26 15:38:11";15;242.8
"2020-06-26 15:38:15";14;242.3
"2020-06-26 15:38:18";19;242.9
"2020-06-26 15:38:27";24;244.5
"2020-06-26 15:39:00";27;246.1
"2020-06-26 15:39:11";42;244.4
"2020-06-26 15:39:22";46;246.2
"2020-06-26 15:39:34";51;245.1
"2020-06-26 15:39:46";41;239.5
"2020-06-26 15:40:11";41;229
"2020-06-26 15:40:43";46;242.4
"2020-06-26 15:40:46";46;243.3
"2020-06-26 15:40:58";54;247.6
"2020-06-26 15:41:11";61;249.9
"2020-06-26 15:41:21";49;251.3
"2020-06-26 15:41:23";48;251.5
"2020-06-26 15:41:25";52;251.8
"2020-06-26 15:41:31";60;252.1
"2020-06-26 15:41:40";60;253.2
"2020-06-26 15:41:57";56;249.9
"2020-06-26 15:42:11";59;247.8
"2020-06-26 15:42:36";56;248.2
"2020-06-26 15:42:43";46;248.7
"2020-06-26 15:42:50";41;248.1
"2020-06-26 15:42:56";39;243.3
"2020-06-26 15:43:08";32;236.4
"2020-06-26 15:43:11";30;236
"2020-06-26 15:43:22";53;235.6
"2020-06-26 15:43:29";57;237.8
"2020-06-26 15:43:44";60;240.3
"2020-06-26 15:44:04";29;239.9
"2020-06-26 15:44:05";30;239.9
"2020-06-26 15:44:11";43;239.9
"2020-06-26 15:44:28";49;239.5
"2020-06-26 15:44:30";50;239.2
"2020-06-26 15:44:32";51;238.5
"2020-06-26 15:45:01";52;234.3
"2020-06-26 15:45:11";45;232.3
"2020-06-26 15:45:16";39;231.9
"2020-06-26 15:45:19";38;231.3
"2020-06-26 15:45:24";38;230.4
"2020-06-26 15:45:35";44;228
"2020-06-26 15:45:45";44;224.8
"2020-06-26 15:46:11";54;216.3
"2020-06-26 15:46:38";61;219.4
"2020-06-26 15:46:58";51;217.8
"2020-06-26 15:47:02";53;215
"2020-06-26 15:47:11";55;209.1
"2020-06-26 15:47:31";60;207.7
"2020-06-26 15:47:38";59;208.5
"2020-06-26 15:47:44";53;212.1
"2020-06-26 15:47:48";55;213.7
"2020-06-26 15:47:56";56;216.4
"2020-06-26 15:48:07";57;223
"2020-06-26 15:48:11";60;224.6
"2020-06-26 15:48:15";57;225.1
"2020-06-26 15:48:21";59;225.3
"2020-06-26 15:48:36";63;227.1
"2020-06-26 15:48:49";61;227.9
"2020-06-26 15:48:56";38;228.9
"2020-06-26 15:49:00";26;229
"2020-06-26 15:49:04";34;228.8
"2020-06-26 15:49:08";47;228.8
"2020-06-26 15:49:11";54;228.9
"2020-06-26 15:49:25";56;229.3
"2020-06-26 15:49:40";57;227.3
"2020-06-26 15:49:46";57;225.9
"2020-06-26 15:49:56";56;219.9
"2020-06-26 15:49:58";59;218.7
"2020-06-26 15:50:01";59;217
"2020-06-26 15:50:05";49;215.7
"2020-06-26 15:50:07";52;215.7
"2020-06-26 15:50:11";46;217.9
"2020-06-26 15:50:20";53;224.6
"2020-06-26 15:50:25";50;226.8
"2020-06-26 15:50:28";53;228.2
"2020-06-26 15:50:32";54;229.3
"2020-06-26 15:50:54";57;235.3
"2020-06-26 15:51:00";55;236.5
"2020-06-26 15:51:02";49;237
"2020-06-26 15:51:04";47;237.8
"2020-06-26 15:51:07";46;239.1
"2020-06-26 15:51:11";45;241.1
"2020-06-26 15:51:18";31;243.4
"2020-06-26 15:51:20";27;243.9
"2020-06-26 15:51:23";31;244.8
"2020-06-26 15:51:28";23;246.5
"2020-06-26 15:51:30";29;246.8
"2020-06-26 15:51:33";37;247.5
"2020-06-26 15:51:38";45;248.3
"2020-06-26 15:51:48";31;249.9
"2020-06-26 15:51:52";40;249.2
"2020-06-26 15:51:57";44;248
"2020-06-26 15:52:02";40;247
"2020-06-26 15:52:09";25;247.1
"2020-06-26 15:52:11";25;246.9
"2020-06-26 15:52:15";35;245.8
"2020-06-26 15:52:18";36;245.4
"2020-06-26 15:52:24";30;244.1
"2020-06-26 15:52:28";31;243.8
"2020-06-26 15:52:41";32;244.2
"2020-06-26 15:52:43";34;244.1
"2020-06-26 15:52:45";39;244
"2020-06-26 15:53:11";51;237.9
"2020-06-26 15:53:56";70;221.2
"2020-06-26 15:53:59";70;220.6
"2020-06-26 15:54:11";69;220.5
"2020-06-26 15:54:34";69;217.8
"2020-06-26 15:54:48";66;216.9
"2020-06-26 15:54:52";66;218.1
"2020-06-26 15:55:07";64;219.1
"2020-06-26 15:55:11";64;219
"2020-06-26 15:55:29";65;218.8
"2020-06-26 15:56:11";70;212
"2020-06-26 15:56:31";71;211.9
"2020-06-26 15:56:46";68;200.2
"2020-06-26 15:56:53";72;194.5
"2020-06-26 15:57:00";51;195.6
"2020-06-26 15:57:03";49;196
"2020-06-26 15:57:06";54;196.1
"2020-06-26 15:57:11";60;195.2
"2020-06-26 15:57:16";64;193.5
"2020-06-26 15:57:20";61;191.4
"2020-06-26 15:57:28";52;189.2
"2020-06-26 15:57:37";54;190
"2020-06-26 15:57:39";54;190.3
"2020-06-26 15:57:44";56;191.9
"2020-06-26 15:57:54";59;194.8
"2020-06-26 15:58:11";38;203.7
"2020-06-26 15:58:28";29;210.2
"2020-06-26 15:58:49";65;209.2
"2020-06-26 15:58:57";66;211.2
"2020-06-26 15:59:06";53;212.9
"2020-06-26 15:59:09";57;213.8
"2020-06-26 15:59:11";59;214.1
"2020-06-26 15:59:16";42;214.5
"2020-06-26 15:59:17";41;214.4
"2020-06-26 15:59:31";54;215.1
"2020-06-26 15:59:44";35;214.4
"2020-06-26 15:59:53";34;214.8
"2020-06-26 16:00:08";35;215.1
"2020-06-26 16:00:11";35;214.6
"2020-06-26 16:00:24";48;210.2
"2020-06-26 16:00:29";52;208.5
"2020-06-26 16:00:58";42;208.1
"2020-06-26 16:01:04";38;205.6
"2020-06-26 16:01:11";42;200.7
"2020-06-26 16:01:52";51;185.9
"2020-06-26 16:01:54";52;186
"2020-06-26 16:01:57";52;185.7
"2020-06-26 16:02:00";43;185.7
"2020-06-26 16:02:08";45;186.3
"2020-06-26 16:02:11";45;186.6
"2020-06-26 16:02:21";45;187.1
"2020-06-26 16:02:33";47;187.2
"2020-06-26 16:02:40";25;187.5
"2020-06-26 16:02:45";24;188.3
"2020-06-26 16:02:49";32;188.4
"2020-06-26 16:03:05";30;187.7
"2020-06-26 16:03:11";49;188.5
"2020-06-26 16:03:25";36;191.2
"2020-06-26 16:03:31";46;190.4
"2020-06-26 16:03:37";34;191.5
"2020-06-26 16:03:41";38;193.3
"2020-06-26 16:03:52";41;202.5
"2020-06-26 16:03:57";50;203.9
"2020-06-26 16:04:00";53;204.6
"2020-06-26 16:04:11";57;210.6
"2020-06-26 16:04:21";55;212
"2020-06-26 16:04:23";55;211.9
"2020-06-26 16:04:25";57;211.9
"2020-06-26 16:04:30";34;211.7
"2020-06-26 16:04:59";31;212.6
"2020-06-26 16:05:03";40;212.1
"2020-06-26 16:05:11";53;210.5
"2020-06-26 16:05:20";48;209.9
"2020-06-26 16:05:22";35;210
"2020-06-26 16:05:26";35;210.3
"2020-06-26 16:05:32";48;210.3
"2020-06-26 16:05:51";13;208.6
"2020-06-26 16:05:54";22;208
"2020-06-26 16:05:58";35;207.6
"2020-06-26 16:06:05";51;207.1
"2020-06-26 16:06:09";39;207.6
"2020-06-26 16:06:11";39;207.6
"2020-06-26 16:06:20";50;207.9
"2020-06-26 16:06:34";44;203.5
"2020-06-26 16:06:35";44;203.3
"2020-06-26 16:06:44";58;202.9
"2020-06-26 16:06:59";47;206.5
"2020-06-26 16:07:11";57;207.8
"2020-06-26 16:07:27";46;212.3
"2020-06-26 16:07:32";47;213
"2020-06-26 16:07:41";58;213.5
"2020-06-26 16:07:57";47;213.6
"2020-06-26 16:08:07";51;213
"2020-06-26 16:08:11";55;212.8
"2020-06-26 16:08:15";58;212.6
"2020-06-26 16:08:22";54;212.2
"2020-06-26 16:08:43";47;209.9
"2020-06-26 16:08:44";48;209.9
"2020-06-26 16:08:48";56;209
"2020-06-26 16:08:53";62;208.2
"2020-06-26 16:08:56";65;208.2
"2020-06-26 16:09:01";65;207.5
"2020-06-26 16:09:08";66;206.1
"2020-06-26 16:09:11";67;205.5
"2020-06-26 16:09:15";68;205
"2020-06-26 16:09:24";65;203.4
"2020-06-26 16:09:33";59;201.6
"2020-06-26 16:09:40";61;200.7
"2020-06-26 16:09:51";69;202.4
"2020-06-26 16:10:11";78;204.1
"2020-06-26 16:10:23";90;200.9
"2020-06-26 16:10:31";80;198.5
"2020-06-26 16:10:35";63;199.7
"2020-06-26 16:10:37";64;200.2
"2020-06-26 16:10:41";70;199.5
"2020-06-26 16:10:55";78;192.7
"2020-06-26 16:10:56";78;192.3
"2020-06-26 16:10:59";74;192.3
"2020-06-26 16:11:04";61;195.7
"2020-06-26 16:11:07";56;197
"2020-06-26 16:11:11";64;198.1
"2020-06-26 16:11:15";68;199.6
"2020-06-26 16:11:18";71;200.3
"2020-06-26 16:11:22";76;198.8
"2020-06-26 16:11:24";78;198.1
"2020-06-26 16:11:34";59;197.2
"2020-06-26 16:11:55";66;195.7
"2020-06-26 16:11:58";51;196.4
"2020-06-26 16:12:01";52;196.1
"2020-06-26 16:12:05";54;194
"2020-06-26 16:12:11";55;192.8
"2020-06-26 16:12:59";38;188.8
"2020-06-26 16:13:07";23;188.2
"2020-06-26 16:13:11";21;187.9
"2020-06-26 16:13:15";27;188.3
"2020-06-26 16:13:18";33;188.3
"2020-06-26 16:13:22";40;188.9
"2020-06-26 16:13:25";45;188.7
"2020-06-26 16:13:49";26;192.1
"2020-06-26 16:14:11";38;192.1
"2020-06-26 16:14:46";30;197.2
"2020-06-26 16:14:49";29;197.6
"2020-06-26 16:14:53";18;197.1
"2020-06-26 16:15:06";23;195.7
"2020-06-26 16:15:11";26;196.3
"2020-06-26 16:15:29";31;198.2
"2020-06-26 16:15:40";17;199.6
"2020-06-26 16:15:47";15;199.2
"2020-06-26 16:16:04";31;198.9
"2020-06-26 16:16:09";40;197.8
"2020-06-26 16:16:11";37;197.4
"2020-06-26 16:16:26";28;196.2
"2020-06-26 16:16:37";24;195.3
"2020-06-26 16:16:40";26;194.8
"2020-06-26 16:16:56";38;194.5
"2020-06-26 16:17:05";28;196.2
"2020-06-26 16:17:10";40;195.7
"2020-06-26 16:17:11";43;195.6
"2020-06-26 16:17:24";43;196.5
"2020-06-26 16:17:30";41;196.7
"2020-06-26 16:17:33";43;196.2
"2020-06-26 16:17:38";48;194.7
"2020-06-26 16:17:45";47;193.4
"2020-06-26 16:18:11";46;197.2
"2020-06-26 16:19:04";50;209.9
"2020-06-26 16:19:11";40;211.2
"2020-06-26 16:19:13";40;211.7
"2020-06-26 16:19:16";42;212.5
"2020-06-26 16:19:23";41;212.7
"2020-06-26 16:19:33";42;211.8
"2020-06-26 16:19:36";43;211.7
"2020-06-26 16:19:42";54;211.2
"2020-06-26 16:19:52";52;211.6
"2020-06-26 16:19:55";56;212
"2020-06-26 16:19:59";60;212.1
"2020-06-26 16:20:11";57;213.3
"2020-06-26 16:20:20";57;212.9
"2020-06-26 16:20:28";61;215.9
"2020-06-26 16:20:34";57;215.5
"2020-06-26 16:20:37";48;214.7
"2020-06-26 16:20:40";51;213.8
"2020-06-26 16:20:44";58;212.8
"2020-06-26 16:21:11";45;216.3
"2020-06-26 16:21:21";30;214.8
"2020-06-26 16:21:28";28;213.8
"2020-06-26 16:21:58";24;217.9
"2020-06-26 16:22:00";26;218.7
"2020-06-26 16:22:11";39;223.6
"2020-06-26 16:22:19";22;224.3
"2020-06-26 16:22:40";27;223.3
"2020-06-26 16:22:59";30;226.7
"2020-06-26 16:23:04";36;227.2
"2020-06-26 16:23:11";16;227.7
"2020-06-26 16:23:39";32;230.2
"2020-06-26 16:23:47";46;230.2
"2020-06-26 16:23:50";50;229.5
"2020-06-26 16:23:56";54;227.3
"2020-06-26 16:24:11";50;224.3
"2020-06-26 16:24:18";57;224.5
"2020-06-26 16:24:25";46;225.6
"2020-06-26 16:24:38";29;225.6
"2020-06-26 16:24:44";46;226.7
"2020-06-26 16:25:05";58;233
"2020-06-26 16:25:11";58;234.8
"2020-06-26 16:25:19";64;233.8
"2020-06-26 16:26:11";65;227.8
"2020-06-26 16:26:26";60;234.1
"2020-06-26 16:26:59";63;229.5
"2020-06-26 16:27:05";67;225.6
"2020-06-26 16:27:11";66;223.5
"2020-06-26 16:27:25";69;222.9
"2020-06-26 16:28:11";51;233.2
"2020-06-26 16:28:28";48;237.4
"2020-06-26 16:29:02";47;249
"2020-06-26 16:29:06";44;250.2
"2020-06-26 16:29:11";44;253
"2020-06-26 16:29:16";48;256
"2020-06-26 16:29:24";51;258.2
"2020-06-26 16:29:48";60;262.5
"2020-06-26 16:29:55";57;264.6
"2020-06-26 16:30:04";59;266.2
"2020-06-26 16:30:11";59;268.4
"2020-06-26 16:30:26";54;271.8
"2020-06-26 16:30:34";56;271.5
"2020-06-26 16:31:09";56;274.9
"2020-06-26 16:31:11";56;274.9
"2020-06-26 16:31:57";56;283.2
"2020-06-26 16:32:03";55;285
"2020-06-26 16:32:11";55;288.1
"2020-06-26 16:32:37";55;292.1
"2020-06-26 16:33:04";54;292.7
"2020-06-26 16:33:11";55;290.9
"2020-06-26 16:33:30";77;287.6
"2020-06-26 16:34:11";81;284
"2020-06-26 16:34:30";87;282.5
"2020-06-26 16:34:39";89;281.4
"2020-06-26 16:35:11";77;276
"2020-06-26 16:35:22";74;266.9
"2020-06-26 16:35:25";78;264.5
"2020-06-26 16:35:28";81;263.5
"2020-06-26 16:35:59";76;261.8
"2020-06-26 16:36:05";75;262.9
"2020-06-26 16:36:11";72;262.6
"2020-06-26 16:36:14";73;261.9
"2020-06-26 16:36:18";78;260
"2020-06-26 16:36:25";81;256.6
"2020-06-26 16:36:39";76;254
"2020-06-26 16:36:42";74;255.3
"2020-06-26 16:36:49";72;257.5
"2020-06-26 16:36:52";75;258.3
"2020-06-26 16:37:08";58;258.6
"2020-06-26 16:37:11";52;257.9
"2020-06-26 16:37:16";47;257.7
"2020-06-26 16:37:22";57;260
"2020-06-26 16:37:27";60;262.4
"2020-06-26 16:37:31";63;262.8
"2020-06-26 16:37:38";70;262
"2020-06-26 16:38:04";63;259.2
"2020-06-26 16:38:09";67;258.2
"2020-06-26 16:38:11";69;257.8
"2020-06-26 16:38:18";71;256.6
"2020-06-26 16:38:22";68;257.4
"2020-06-26 16:38:26";68;258.3
"2020-06-26 16:38:36";68;262.1
"2020-06-26 16:38:44";68;265.4
"2020-06-26 16:38:58";70;267
"2020-06-26 16:39:11";71;266
"2020-06-26 16:39:20";68;268.2
"2020-06-26 16:39:27";69;270
"2020-06-26 16:39:42";71;270.3
"2020-06-26 16:40:05";76;268.7
"2020-06-26 16:40:11";81;269.4
"2020-06-26 16:40:35";67;271.3
"2020-06-26 16:40:46";74;270.7
"2020-06-26 16:40:57";76;267.2
"2020-06-26 16:41:00";78;266.6
"2020-06-26 16:41:02";79;265.8
"2020-06-26 16:41:05";80;265.4
"2020-06-26 16:41:11";79;267.3
"2020-06-26 16:41:48";74;266
"2020-06-26 16:42:06";49;266.6
"2020-06-26 16:42:11";57;264.3
"2020-06-26 16:42:58";65;265.7
"2020-06-26 16:43:11";66;265.8
"2020-06-26 16:43:27";49;265.1
"2020-06-26 16:43:28";47;265.1
"2020-06-26 16:43:46";36;264.1
"2020-06-26 16:43:47";35;264
"2020-06-26 16:43:56";31;264.7
"2020-06-26 16:44:11";45;266.1
"2020-06-26 16:45:00";33;269.1
"2020-06-26 16:45:05";37;269.1
"2020-06-26 16:45:11";49;268.6
"2020-06-26 16:45:52";39;266.3
"2020-06-26 16:46:11";36;260.7
"2020-06-26 16:46:23";54;258.4
"2020-06-26 16:46:39";73;255.5
"2020-06-26 16:46:54";79;247.7
"2020-06-26 16:46:59";85;241.2
"2020-06-26 16:47:03";87;236.6
"2020-06-26 16:47:07";87;234.4
"2020-06-26 16:47:11";77;234.6
"2020-06-26 16:47:27";54;247.7
"2020-06-26 16:47:41";68;256.3
"2020-06-26 16:47:52";68;258.4
"2020-06-26 16:48:11";68;257.4
"2020-06-26 16:48:27";78;256.8
"2020-06-26 16:48:31";80;256.2
"2020-06-26 16:48:39";91;250.4
"2020-06-26 16:48:43";93;248.6
"2020-06-26 16:48:45";94;248.1
"2020-06-26 16:48:48";94;248
"2020-06-26 16:48:53";93;248.3
"2020-06-26 16:49:06";96;245.5
"2020-06-26 16:49:09";97;244.4
"2020-06-26 16:49:11";96;243.3
"2020-06-26 16:49:15";95;244.6
"2020-06-26 16:49:20";92;247.5
"2020-06-26 16:49:24";92;249.4
"2020-06-26 16:49:29";93;251
"2020-06-26 16:50:08";96;263.3
"2020-06-26 16:50:11";97;263.5
"2020-06-26 16:50:15";98;263.5
"2020-06-26 16:50:21";99;262.7
"2020-06-26 16:50:31";99;261.5
"2020-06-26 16:50:39";96;263.9
"2020-06-26 16:50:43";96;264.8
"2020-06-26 16:50:48";99;265.5
"2020-06-26 16:50:56";98;265.1
"2020-06-26 16:51:01";99;264.2
"2020-06-26 16:51:11";92;262.5
"2020-06-26 16:51:18";84;261.3
"2020-06-26 16:51:26";90;260.5
"2020-06-26 16:51:30";92;260.1
"2020-06-26 16:51:39";94;258.4
"2020-06-26 16:51:42";94;257.4
"2020-06-26 16:51:47";95;255.8
"2020-06-26 16:51:53";95;255.4
"2020-06-26 16:52:08";97;253.9
"2020-06-26 16:52:11";99;253
"2020-06-26 16:52:32";101;245.6
"2020-06-26 16:52:37";103;243.2
"2020-06-26 16:53:01";102;237.7
"2020-06-26 16:53:04";102;237.7
"2020-06-26 16:53:11";100;238.5
"2020-06-26 16:53:21";98;241
"2020-06-26 16:53:25";98;241.9
"2020-06-26 16:53:28";98;242.3
"2020-06-26 16:53:32";95;243.5
"2020-06-26 16:53:35";93;244.3
"2020-06-26 16:53:47";94;246.1
"2020-06-26 16:53:59";92;250.9
"2020-06-26 16:54:03";92;252.6
"2020-06-26 16:54:07";93;253.4
"2020-06-26 16:54:10";93;253.2
"2020-06-26 16:54:11";93;253.2
"2020-06-26 16:54:18";93;252.4
"2020-06-26 16:54:24";94;251.1
"2020-06-26 16:54:32";91;252.7
"2020-06-26 16:54:36";93;253.7
"2020-06-26 16:54:40";93;255.1
"2020-06-26 16:54:46";93;257
"2020-06-26 16:54:50";93;258.1
"2020-06-26 16:54:53";93;259.6
"2020-06-26 16:54:57";86;262.1
"2020-06-26 16:55:01";86;263.3
"2020-06-26 16:55:04";82;263.9
"2020-06-26 16:55:11";55;265.1
"2020-06-26 16:55:13";55;265.4
"2020-06-26 16:55:16";61;266
"2020-06-26 16:55:20";64;266
"2020-06-26 16:55:22";66;265.7
"2020-06-26 16:55:24";69;265.1
"2020-06-26 16:55:29";71;264.4
"2020-06-26 16:55:43";69;263.4
"2020-06-26 16:55:48";70;262.9
"2020-06-26 16:56:07";53;248.1
"2020-06-26 16:56:11";35;244.8
"2020-06-26 16:57:11";23;239.9
"2020-06-26 16:57:18";46;241.1
"2020-06-26 16:57:26";68;241.4
"2020-06-26 16:57:48";44;236.6
"2020-06-26 16:58:09";44;235.5
"2020-06-26 16:58:11";49;235.2
"2020-06-26 16:58:46";53;234
"2020-06-26 16:59:11";30;236.7
"2020-06-26 16:59:17";34;234.7
"2020-06-26 16:59:28";35;231.7
"2020-06-26 16:59:31";37;232.1
"2020-06-26 16:59:49";42;229.9
"2020-06-26 17:00:01";52;225.6
"2020-06-26 17:00:07";57;224.9
"2020-06-26 17:00:11";56;224.1
"2020-06-26 17:00:16";51;223
"2020-06-26 17:00:21";34;222.9
"2020-06-26 17:00:25";42;222.8
"2020-06-26 17:00:30";44;222.5
"2020-06-26 17:01:04";18;223.7
"2020-06-26 17:01:06";29;224.7
"2020-06-26 17:01:11";37;224.5
"2020-06-26 17:01:14";24;223.8
"2020-06-26 17:01:22";17;223
"2020-06-26 17:01:27";18;222.3
"2020-06-26 17:01:32";36;221.8
"2020-06-26 17:01:35";44;221.5
"2020-06-26 17:01:40";38;221.5
"2020-06-26 17:02:00";28;234
"2020-06-26 17:02:11";17;237.5
"2020-06-26 17:02:46";36;238.1
"2020-06-26 17:03:11";44;236.4
"2020-06-26 17:03:40";19;245.8
"2020-06-26 17:03:41";21;246.4
"2020-06-26 17:03:44";32;246.3
"2020-06-26 17:04:11";36;244.9
"2020-06-26 17:04:22";27;246.3
"2020-06-26 17:04:32";17;244.6
"2020-06-26 17:04:54";32;245.3
"2020-06-26 17:05:11";34;247.1
"2020-06-26 17:05:20";34;247.6
"2020-06-26 17:06:02";35;252.7
"2020-06-26 17:06:05";37;251.9
"2020-06-26 17:06:08";39;251
"2020-06-26 17:06:11";45;250.2
"2020-06-26 17:06:22";35;246.8
"2020-06-26 17:06:34";3;245.1
"2020-06-26 17:07:07";10;244.3
"2020-06-26 17:07:11";9;246.9
"2020-06-26 17:07:19";8;249.4
"2020-06-26 17:07:27";5;249.4
"2020-06-26 17:07:44";3;252.9
"2020-06-26 17:08:11";0;252.9
